Restaurent name,Cuisine types,Rating,Price,Distance,Location,City
AJ's Cafe & Bakery,"Bakery, Desserts, Fast Food, Pizza, Beverages",3.2,250.0,2.4,"Agra Cantt, Agra",Agra
Laxman Fast Food,Fast Food,3.5,100.0,2.8,"Civil Lines, Agra",Agra
20-20 Fast Food,"South Indian, Fast Food, Momos",3.9,75.0,5.1,"Dayal Bagh, Agra",Agra
Shri Kanha Foods,North Indian,3.5,150.0,3.5,"Agra Cantt, Agra",Agra
Jux Pux,"Fast Food, Shake, Waffle, Beverages",3.1,150.0,2.7,"Civil Lines, Agra",Agra
Xhale,"Chinese, Italian, Fast Food, Rolls, Beverages",3.9,250.0,2.2,"Agra Cantt, Agra",Agra
B&B Restro,"North Indian, South Indian, Fast Food, Chinese, Beverages, Street Food, Pizza, Pasta",3.8,250.0,4.4,"Tajganj, Agra",Agra
Mercury Cafe,"Cafe, Sandwich, Fast Food, Burger, Pizza, Desserts, Beverages",3.6,400.0,4.4,"Tajganj, Agra",Agra
Mothers Milkshakes,"Beverages, Fast Food, Desserts",3.9,150.0,4.4,"Civil Lines, Agra",Agra
The Greens Restaurant & Herbal Cafe,"North Indian, South Indian, Chinese, Continental",3.6,400.0,1.5,"Rakabganj, Agra",Agra
Street 36,"North Indian, Beverages",3.6,75.0,2.7,"Khandari, Agra",Agra
Brij Thali,North Indian,3.6,100.0,1.6,"Civil Lines, Agra",Agra
Agra Fast Food And Restaurant,"North Indian, South Indian",2.6,200.0,3.3,"Tajganj, Agra",Agra
Jawahar Hotel,North Indian,3.6,200.0,4.2,"Dayal Bagh, Agra",Agra
Shri Mangalam Dhabha,North Indian,3.6,250.0,6.6,"Sikandra, Agra",Agra
Hunger On Wheel Cafe,"Fast Food, Chinese, Desserts",3.8,150.0,4.1,"Civil Lines, Agra",Agra
Yo Yo Foods,"North Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, South Indian, Shake",3.7,200.0,6.4,"Shahganj, Agra",Agra
Mr Dosa,"South Indian, Chinese, Pizza, Sandwich, Fast Food, Street Food, Shake, Beverages",3.9,250.0,2.4,"Agra Cantt, Agra",Agra
Kathi Express,"Rolls, Shawarma, Kebab, Shake",3.8,100.0,1.4,"Mantola, Agra",Agra
Vada Pav King,"Maharashtrian, Street Food, Burger, Sandwich, Rolls, Fast Food, Beverages",3.5,175.0,4.3,"Tajganj, Agra",Agra
Paatra - Jaypee Palace Hotel,"North Indian, Mughlai",4.3,1500.0,4.4,"Jaypee Palace Hotel, Tajganj, Agra",Agra
Chai Janeman,"Shake, Beverages, Sandwich, Burger, Street Food, Fast Food",3.0,125.0,7.8,"Sikandra, Agra",Agra
Meals Cafe,"Fast Food, Pizza, Wraps, Sandwich",4.3,250.0,3.5,"Civil Lines, Agra",Agra
Barbeque Pizza Junction,"BBQ, Pizza, Burger, Wraps, Sandwich, Momos, Shake, Beverages",3.6,150.0,2.2,"Civil Lines, Agra",Agra
Momos Adda,"Street Food, Fast Food, Burger, Momos, Pizza",3.4,100.0,6.3,"Sikandra, Agra",Agra
Spice Kitchen,"North Indian, Chinese",3.8,400.0,8.4,"Sikandra, Agra",Agra
The Chamber - Kitchen & Taproom,"North Indian, Chinese, Italian, Fast Food, Beverages, Desserts",4.0,600.0,4.4,"Tajganj, Agra",Agra
European Bakery,"Bakery, Desserts",3.7,150.0,2.9,"Civil Lines, Agra",Agra
Brijwasi Petha,Mithai,3.5,100.0,1.6,"Rakabganj, Agra",Agra
Prince Of Spice,"North Indian, Mughlai, Chinese",3.3,375.0,4.3,"Tajganj, Agra",Agra
Desi Masala,"Chinese, Fast Food",3.9,175.0,1.2,"Rakabganj, Agra",Agra
Agra Burger Club,"Burger, Fast Food, Sandwich, Pasta, Chinese, Beverages",3.3,200.0,5.0,"Shahganj, Agra",Agra
Shri Mohan Hotel,North Indian,3.1,150.0,0.355,"Rakabganj, Agra",Agra
Big Crust,"Pizza, Pasta, Shake, Desserts, Fast Food",3.0,250.0,3.7,"Khandari, Agra",Agra
Heart Of Taj Cafe,"North Indian, Mughlai, Chinese, Fast Food, Biryani, Street Food",2.9,200.0,3.8,"Tajganj, Agra",Agra
Amrut Restaurant,Chinese,3.1,150.0,4.1,"Dayal Bagh, Agra",Agra
Hotel Taj Plaza,"North Indian, Fast Food, Beverages, Chinese",3.6,250.0,4.6,"Tajganj, Agra",Agra
Pizza House Family Restaurant,"Pizza, Burger, Sandwich, Fast Food, Chinese, Shake, Beverages",3.4,175.0,5.8,"Shahganj, Agra",Agra
Karan Restaurant,"Chinese, North Indian, Fast Food, Continental, Beverages, Desserts",3.9,600.0,2.5,"Hotel Ganga Ratan, Tajganj, Agra",Agra
Shivam Restaurant,"North Indian, Fast Food",3.8,250.0,3.2,"Tajganj, Agra",Agra
Tandoori Night,"North Indian, Fast Food, Chinese, South Indian, Rolls",3.8,300.0,6.4,"Sikandra, Agra",Agra
Freaky Burger,"Burger, Fast Food, Beverages, Pizza, Sandwich",3.4,225.0,5.8,"Tajganj, Agra",Agra
Best Cake Bakers,"Bakery, Fast Food, Desserts, Shake",3.5,200.0,5.0,"Tajganj, Agra",Agra
Wok To Fork,"Fast Food, Beverages",3.8,100.0,2.4,"Civil Lines, Agra",Agra
Arabian Bites,"Burger, Fast Food",3.5,125.0,4.8,"Tajganj, Agra",Agra
YED Foods,"North Indian, Fast Food",3.9,100.0,3.2,"Civil Lines, Agra",Agra
Banarasi Kitchen,"Street Food, Chinese, North Indian",3.9,250.0,8.3,"Sikandra, Agra",Agra
Chanchal Hotel,North Indian,2.9,150.0,3.5,"Agra Cantt, Agra",Agra
The Momo Heaven,"Fast Food, Momos, Beverages",3.5,125.0,1.2,"Civil Lines, Agra",Agra
The Global Savour,"North Indian, Chinese, Fast Food, Street Food",4.0,400.0,3.8,"Tajganj, Agra",Agra
Kitchen On Fire,"North Indian, Mughlai, Fast Food",3.3,250.0,2.5,"Civil Lines, Agra",Agra
Shri Anand  Sakahari Bhojan,North Indian,3.1,175.0,2.7,"Civil Lines, Agra",Agra
Tarachand Dhaba,North Indian,3.8,125.0,1.1,"Civil Lines, Agra",Agra
Chicken Point,"North Indian, Biryani, Rolls, Chinese",3.7,325.0,6.3,"Trans Yamuna, Agra",Agra
UK Restaurants And Kitchens,"North Indian, Chinese, Biryani, Kebab",3.6,250.0,4.5,"Mangal City Mall, Vijay Nagar, Indore",Indore
Dopamine,"Asian, North Indian, Continental, Italian, Bar Food, Pizza, Sushi, Salad",4.5,750.0,5.3,"Vijay Nagar, Indore",Indore
Epicentre - The Park,"Continental, Salad, Chinese, Asian, Italian, North Indian, Desserts, Beverages",4.2,1750.0,8.0,"The Park, Indore",Indore
House Of Malts,"North Indian, Chinese, Continental, Italian, Oriental, Bar Food, Beverages",3.8,500.0,5.6,"Vijay Nagar, Indore",Indore
The Piano Project,"North Indian, Mughlai, Kebab, Biryani, Beverages",4.5,1000.0,4.9,"Vijay Nagar, Indore",Indore
Aqua - The Park,"North Indian, Asian, Continental, Oriental",4.5,1100.0,8.0,"The Park, Indore",Indore
Kabelo Veg Barbecues,"North Indian, Salad, Desserts, Beverages",4.3,600.0,4.5,"Vijay Nagar, Indore",Indore
Flame By Fire & Smoke,"North Indian, Chinese, Seafood, Biryani, Oriental, Desserts",4.4,500.0,4.2,"Vijay Nagar, Indore",Indore
Cream Centre,"North Indian, Chinese, Italian, Mexican, Fast Food, Ice Cream, Shake, Beverages",4.2,700.0,4.6,"Vijay Nagar, Indore",Indore
Cravings - Sayaji Hotel,"North Indian, Chinese, Italian, Beverages",4.5,900.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Barbeque Nation,"North Indian, BBQ, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",4.3,750.0,2.3,"South Tukoganj, Indore",Indore
The Creative Kitchen - Radisson Blu Hotel,"North Indian, Continental, Chinese, Asian, Desserts",4.0,1250.0,5.5,"Radisson Blu Hotel, Vijay Nagar, Indore",Indore
Fire & Smoke,"North Indian, Mughlai, Continental",4.9,1100.0,8.9,"By Pass Road (North), Indore",Indore
Revolution Indore,"North Indian, Continental, Fast Food, Pizza, Burger, Sandwich, Italian, Beverages",4.1,1000.0,4.9,"Vijay Nagar, Indore",Indore
The Cube - Hotel Effotel,"North Indian, Mughlai, Asian, Biryani, Desserts",4.9,600.0,5.5,"Hotel Effotel, Vijay Nagar, Indore",Indore
Chopstick City - Sayaji Hotel,"Chinese, Asian, Beverages, Desserts",4.7,900.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Municipal,"North Indian, Continental",4.2,750.0,5.1,"Mangal City Mall, Vijay Nagar, Indore",Indore
Mama Loca,"Pizza, Pasta, Italian, Continental, Shawarma, Middle Eastern, Lebanese, Greek",4.2,500.0,2.8,"New Palasia, Indore",Indore
Indore Kitchen - Indore Marriott Hotel,"North Indian, Asian",4.2,1000.0,4.2,"Indore Marriott Hotel, Vijay Nagar, Indore",Indore
The Ashoka Hotel And Multi-Cuisine Restaurant,"North Indian, Chinese, Continental, Fast Food, Street Food, Salad, Shake, Beverages",4.2,350.0,4.5,"Vijay Nagar, Indore",Indore
Punjab Grill,"North Indian, Mughlai, Kebab, Biryani, Desserts",4.5,1250.0,8.4,"By Pass Road (North), Indore",Indore
Ni Hao - Radisson Blu Hotel,"Asian, Chinese, Thai, Desserts",4.4,1800.0,5.5,"Radisson Blu Hotel, Vijay Nagar, Indore",Indore
Alba Bistro,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake",4.5,600.0,4.2,"Vijay Nagar, Indore",Indore
Blue Salt & Coffee - Hotel Essentia,"North Indian, South Indian, Continental, Chinese, Fast Food, Street Food, Desserts, Beverages",3.8,1250.0,4.9,"Khajrana, Indore",Indore
Terazza,"Cafe, North Indian, Italian, Fast Food, Beverages",3.9,450.0,4.2,"Vijay Nagar, Indore",Indore
Bhopal Bake House And Cafe,"Bakery, Desserts, Continental, Fast Food, Street Food, Beverages",4.8,300.0,3.9,"Old Palasia, Indore",Indore
Sanchi - Pan Indian | Fine Dine,"North Indian, Mughlai, Chinese, Biryani, Desserts",3.8,750.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Farzi Café,"North Indian, Continental, Pizza, Bar Food, Biryani, Beverages, Desserts",4.3,1200.0,4.9,"Vijay Nagar, Indore",Indore
Mamagoto,Asian,4.5,500.0,8.5,"By Pass Road (North), Indore",Indore
Pind Balluchi,"North Indian, Mughlai, Biryani, Kebab, Bar Food, Desserts, Beverages",4.0,500.0,5.1,"Vijay Nagar, Indore",Indore
Hobnob Gourmet Cafébar,"Continental, Italian, North Indian, Bar Food, Salad, Beverages",4.4,1300.0,5.7,"Infiniti Hotel, Vijay Nagar, Indore",Indore
Ring Road Social,"North Indian, Chinese, Biryani, Pizza, Burger, Fast Food, Desserts, Beverages",4.5,750.0,5.6,"Vijay Nagar, Indore",Indore
The State - Lounge Bar,"North Indian, Continental, Kebab, Chinese, Sandwich, Fast Food, Biryani, Desserts",4.2,900.0,5.3,"Vijay Nagar, Indore",Indore
Ozone Wine & Dine,"North Indian, Continental, Mughlai, Kebab, Biryani, Fast Food, Desserts",3.8,600.0,4.9,"Khajrana, Indore",Indore
Split Bean,"North Indian, Chinese, Pizza, Pasta, Fast Food, Ice Cream, Desserts, Shake",3.5,500.0,5.6,"MR 10 Road, Indore",Indore
WOW! Momo,"Momos, Fast Food, Chinese, Tibetan, Sichuan, Beverages, Desserts",4.1,175.0,3.1,"Sapna Sangeeta, Indore",Indore
Coriander Leaf - Pure Veg Restaurant,"Kathiyawadi, Gujarati, North Indian, Desserts",4.1,400.0,2.9,"Geeta Bhavan, Indore",Indore
Kava - Fairfield By Marriott,"Continental, North Indian, Mughlai, Chinese, Thai, Biryani, Desserts, Beverages",4.0,1000.0,5.4,"Fairfield By Marriott, Indore",Indore
One Asia - Indore Marriott Hotel,"Chinese, Asian, Sichuan",4.5,1000.0,4.2,"Indore Marriott Hotel, Vijay Nagar, Indore",Indore
Adam's Ale,"North Indian, Continental, Chinese, Italian",3.2,700.0,7.5,"By Pass Road (North), Indore",Indore
Eden Unplugged,"North Indian, Italian",4.4,950.0,6.8,"Vijay Nagar, Indore",Indore
Project Charcoal,"North Indian, Chinese, Biryani, Mughlai, Desserts",3.3,250.0,6.1,"By Pass Road (South), Indore",Indore
Taco Bell,"Mexican, Fast Food",3.6,250.0,8.5,"By Pass Road (North), Indore",Indore
Crazy Coffee,"Cafe, Coffee, Pizza, Sandwich, Wraps, Desserts, Tea, Shake",4.0,175.0,4.6,"Vijay Nagar, Indore",Indore
Little Monk,North Indian,4.0,500.0,6.2,"MR 10 Road, Indore",Indore
Cafe Palette,"Cafe, Coffee, Fast Food, Healthy Food, Mexican, Italian, Beverages",4.0,400.0,4.2,"Old Palasia, Indore",Indore
S Cafe - Sheraton Grand Palace,"North Indian, South Indian, Continental, Italian, Asian, Desserts, Shake, Beverages",4.2,1150.0,9.9,"Sheraton Grand Palace, Indore",Indore
Skyhouse,"North Indian, Chinese, Asian, Continental, Italian, Seafood, Salad, Desserts",4.2,1000.0,5.0,"Mangal City Mall, Vijay Nagar, Indore",Indore
House Of Butler,"Chinese, Sushi, Pizza, Fast Food, Salad, North Indian, Mughlai, Pasta",3.6,600.0,7.4,"By Pass Road (South), Indore",Indore
WOW! China,"Chinese, Oriental, Asian, Sichuan, Seafood, Momos",3.9,300.0,4.8,"Vijay Nagar, Indore",Indore
Love Over Coffee,"Cafe, Coffee, Italian, Desserts, Beverages",3.9,250.0,4.8,"Vijay Nagar, Indore",Indore
Hoku,Continental,3.9,1250.0,8.0,"By Pass Road (North), Indore",Indore
The G.T. Road,"North Indian, Desserts",3.9,1000.0,8.4,"By Pass Road (North), Indore",Indore
Little Italy,"Italian, Pizza, Pasta",4.4,700.0,4.9,"Vijay Nagar, Indore",Indore
Agent Jack's Bar,"Bar Food, Pizza, Kebab, North Indian, Mughlai, Beverages",4.1,500.0,5.2,"Vijay Nagar, Indore",Indore
Thyme And Whisk,North Indian,3.9,700.0,5.8,"Vijay Nagar, Indore",Indore
Kake Di Hatti,"North Indian, Beverages",4.2,250.0,2.7,"New Palasia, Indore",Indore
Golden Aura Hotel,"North Indian, Chinese, Salad, Kebab, Desserts, Beverages",3.9,500.0,8.0,"Vijay Nagar, Indore",Indore
Hill's View - Papaya Tree Hotel,"North Indian, Italian, Continental, Chinese, Oriental, Bar Food, Desserts, Beverages",4.4,800.0,12.1,"Papaya Tree Hotel, Indore",Indore
Banger,"Continental, Asian, Bar Food, Beverages",3.9,1250.0,5.8,"Vijay Nagar, Indore",Indore
Go Bananas - Sayaji Hotel,"Italian, Mexican",4.1,700.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Zoku - Your Asian Fix,North Indian,3.9,100.0,6.6,"By Pass Road (North), Indore",Indore
Echidna Restobrew,"Mediterranean, Asian, Italian, North Indian, Mughlai, Biryani, Desserts, Beverages",3.0,700.0,7.1,"By Pass Road (North), Indore",Indore
Angaraa,"North Indian, Chinese, Fast Food, Salad, Desserts, Beverages",3.1,400.0,3.8,"Old Palasia, Indore",Indore
Mr. Beans,"Cafe, Coffee, Tea, Shake, Italian, Continental, Salad, Desserts",4.0,400.0,4.1,"Old Palasia, Indore",Indore
Dhaba Junction,"North Indian, Mughlai, Kebab, Biryani",4.2,500.0,5.6,"Rajendra Nagar, Indore",Indore
Biryani By Kilo,"Biryani, Hyderabadi, Kebab, North Indian, Ice Cream, Desserts",4.4,300.0,4.8,"Vijay Nagar, Indore",Indore
Striker Pub & Kitchen,"Mexican, Italian, Asian, Sushi, North Indian, Bar Food, Desserts, Beverages",4.8,1100.0,6.1,"Vijay Nagar, Indore",Indore
Drinx Exchange,"Bar Food, North Indian, Chinese, Thai, Continental, Italian, Desserts, Beverages",4.3,1250.0,4.2,"Vijay Nagar, Indore",Indore
Bella Buono,"Continental, Mexican, Chinese, North Indian, Fast Food",3.8,750.0,5.4,"Vijay Nagar, Indore",Indore
The Highgarden Cafe,"Fast Food, Chinese, Sandwich, Street Food, Pizza, Healthy Food, Juices, Beverages",3.8,600.0,3.5,"Old Palasia, Indore",Indore
Ethyl Bar - Radisson Blu Hotel,"Bar Food, Continental, Beverages",4.4,1600.0,5.5,"Radisson Blu Hotel, Vijay Nagar, Indore",Indore
The Ground Baking Co.,"Cafe, Pizza, Waffle, Beverages",4.3,600.0,4.8,"Vijay Nagar, Indore",Indore
Diet Dial,"Healthy Food, Salad, North Indian, South Indian, Fast Food",3.9,175.0,3.2,"HIG-LIG, Indore",Indore
Pizza Don,"Pizza, Pasta, Italian, Continental, Burger, Panini, Desserts, Beverages",4.5,600.0,4.8,"Vijay Nagar, Indore",Indore
Moti Mahal Delux,"North Indian, Mughlai, Chinese, Kebab, Biryani, Oriental, Desserts, Beverages",4.4,650.0,7.4,"By Pass Road (South), Indore",Indore
Hopin - Patio Cafe,"Cafe, Coffee, Beverages, Italian, Fast Food, Asian, North Indian, Desserts",3.3,600.0,2.9,"New Palasia, Indore",Indore
Guru Kripa,"North Indian, Chinese, Pasta, Salad, Fast Food, Desserts, Beverages",3.3,500.0,7.5,"By Pass Road (South), Indore",Indore
Patang - Hotel Daksh Residency,"North Indian, Kebab, Chinese, Salad, Continental, Sandwich, Desserts, Beverages",4.3,500.0,4.5,"Vijay Nagar, Indore",Indore
WOW! Chicken by WOW! Momo,"American, Fast Food, Burger, Beverages",4.2,250.0,8.5,"By Pass Road (North), Indore",Indore
Plated - Bar & Kitchen,"North Indian, Mughlai, Chinese, Biryani, Seafood",3.9,750.0,8.4,"By Pass Road (North), Indore",Indore
Bapu Ki Kutia,"North Indian, Chinese, Desserts",4.0,400.0,3.0,"Sapna Sangeeta, Indore",Indore
Meraki - The Creative Cuisine,"North Indian, Kebab, Chinese, Pizza, Italian, Salad, Beverages",4.4,500.0,5.3,"Vijay Nagar, Indore",Indore
Araana - Sheraton Grand Palace,"North Indian, Desserts",3.9,1750.0,9.7,"Sheraton Grand Palace, Indore",Indore
Shreemaya Celebration,"North Indian, South Indian, Chinese, Continental, Fast Food, Beverages, Burger",4.6,425.0,2.2,"Hotel Shreemaya, RNT Marg, Indore",Indore
The Eighteen Fine Dine Lounge,"North Indian, Mughlai, Continental, Chinese, Italian, Sushi, Desserts, Beverages",4.4,1000.0,4.4,"Vijay Nagar, Indore",Indore
Cafe De Casa,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages",4.1,550.0,5.1,"Vijay Nagar, Indore",Indore
Spruzzo The Gourmet Cafe,"Cafe, Coffee, Beverages, North Indian, Chinese, Pizza, Continental, Desserts",2.5,500.0,2.8,"New Palasia, Indore",Indore
KFC,"Fast Food, Burger, Biryani, Beverages",4.0,225.0,4.4,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
Kitchen Ministry,North Indian,3.8,500.0,2.1,"RNT Marg, Indore",Indore
Fagun Restaurant,"North Indian, Chinese, Continental, Fast Food, Salad, Biryani",4.2,600.0,8.8,"Vijay Nagar, Indore",Indore
Solitaire Restaurant,"North Indian, Mughlai, Biryani, Chinese, Salad, Beverages",4.2,500.0,4.4,"Vijay Nagar, Indore",Indore
Indore Baking Company - Indore Marriott Hotel,"Fast Food, Bakery, Desserts, Beverages, Shake",4.6,1250.0,4.2,"Indore Marriott Hotel, Vijay Nagar, Indore",Indore
London Bubble Co.,"Waffle, Ice Cream, Shake",3.9,150.0,4.7,"Vijay Nagar, Indore",Indore
Firangi Cafe,"Continental, Pizza, Beverages, Sandwich",4.3,500.0,4.9,"Vijay Nagar, Indore",Indore
Mocha,"Cafe, Continental, Italian, North Indian, Fast Food, Pizza, Desserts, Beverages",3.9,600.0,2.0,"YN Road, Indore",Indore
Constellation - Hotel WOW CREST IHCL SELEQTIONS,"North Indian, Asian, Continental, Desserts, Beverages",4.1,1750.0,4.6,"Hotel Wow, Vijay Nagar, Indore",Indore
Mini Punjabi,"North Indian, Chinese",3.8,150.0,2.2,"Manik Bagh Road, Indore",Indore
Mitti - Organic Fresh Desi,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts",4.1,500.0,3.4,"Old Palasia, Indore",Indore
Atha,"North Indian, Chinese, Sichuan, Salad, Desserts, Beverages",3.9,500.0,10.7,"Rau, Indore",Indore
Mediterra - Sayaji Hotel,"North Indian, Mughlai, Chinese, Continental, Italian, Salad, Biryani",4.7,900.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Alba Bistro,"North Indian, Continental",3.4,400.0,8.9,"By Pass Road (North), Indore",Indore
99 Kitchen & Co.,"Italian, Japanese, Continental, Fast Food, Desserts, Beverages",3.4,500.0,5.4,"Vijay Nagar, Indore",Indore
Mate Connect Coffee,"Cafe, Coffee, Beverages, Fast Food",3.9,200.0,4.3,"Vijay Nagar, Indore",Indore
Funeats,"North Indian, Salad, Continental, Pizza, Italian, Asian, Desserts, Beverages",3.4,500.0,2.2,"Treasure Island Mall, South Tukoganj, Indore",Indore
Cocktails & Dreams,"North Indian, Chinese, Continental, Italian, Oriental, Sushi, Biryani, Desserts",4.2,1500.0,6.1,"Vijay Nagar, Indore",Indore
Godwit,"Fast Food, Italian, South Indian, Chinese, North Indian, Desserts, Beverages",4.0,250.0,6.9,"By Pass Road (North), Indore",Indore
Banana Leaf,"South Indian, North Indian, Biryani, Desserts, Beverages",4.3,400.0,4.4,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
The Monroe,"North Indian, Chinese, Fast Food, Desserts, Beverages, Italian",4.2,500.0,2.8,"New Palasia, Indore",Indore
Tyger Tyger,Asian,3.9,500.0,5.7,"Vijay Nagar, Indore",Indore
Simi's,Bakery,4.5,250.0,4.9,"Vijay Nagar, Indore",Indore
The Beer Cafe,"Bar Food, Italian, North Indian, Mexican, Finger Food, Fast Food",4.3,750.0,5.4,"Vijay Nagar, Indore",Indore
Angrezi Desi,North Indian,3.9,500.0,8.0,"New Palasia, Indore",Indore
Pizza Hut,"Pizza, Fast Food, Italian",3.7,300.0,4.4,"Malhar Mega Mall, Vijay Nagar, Indore",Indore
The Grill,"North Indian, Chinese",3.9,500.0,7.4,"Vijay Nagar, Indore",Indore
Basil - Ramada Encore By Wyndham,"North Indian, Fast Food",3.9,500.0,8.3,"Vijay Nagar, Indore",Indore
Jardin Hotel,"North Indian, Mughlai, Chinese, Seafood, Desserts",3.9,500.0,7.4,"Vijay Nagar, Indore",Indore
Rail Coach Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Fast Food, Street Food, Beverages",3.3,650.0,3.3,"Ranjeet Hanuman, Indore",Indore
Bollywood Theka,"North Indian, Chinese, Fast Food, Biryani, Bar Food, Desserts, Beverages",4.4,550.0,5.8,"Infiniti Hotel, Vijay Nagar, Indore",Indore
Yoi Toki,"Asian, Chinese, Pizza, Sushi, Desserts",3.3,500.0,2.3,"South Tukoganj, Indore",Indore
Chang's Legacy,"Chinese, North Indian, Seafood, Sichuan, Asian",4.6,500.0,4.6,"Vijay Nagar, Indore",Indore
Diners Park,"North Indian, Chinese, Salad, Fast Food, Desserts, Beverages",4.0,500.0,9.9,"Vijay Nagar, Indore",Indore
Sheesha Sky Lounge,"North Indian, Mughlai, Arabian, Chinese, Seafood, Kebab, Biryani, Desserts",4.2,750.0,5.1,"Vijay Nagar, Indore",Indore
Hotel Shreemaya,"North Indian, Mughlai, Chinese, Continental, Desserts, Beverages",4.5,600.0,2.2,"Hotel Shreemaya, RNT Marg, Indore",Indore
Good Old Days - Hotel Effotel,"North Indian, Asian",4.9,750.0,5.5,"Hotel Effotel, Vijay Nagar, Indore",Indore
Chai Kaapi,"Fast Food, North Indian, Street Food",3.0,200.0,8.0,"By Pass Road (North), Indore",Indore
Cafe Chapter One,"Cafe, Coffee, Italian, Fast Food, Pizza, Continental, Desserts, Beverages",4.3,375.0,6.1,"Vijay Nagar, Indore",Indore
Taaza Restaurant,"North Indian, Fast Food, Burger, Middle Eastern, Arabian, Shawarma, Salad, Grilled Chicken",3.8,275.0,6.2,"Vijay Nagar, Indore",Indore
Biggies Burger,"Burger, Wraps, Fast Food, Beverages",3.0,250.0,8.5,"By Pass Road (North), Indore",Indore
VegTawa Restaurant,"North Indian, Chinese, Kebab, Salad, Ice Cream, Desserts",4.2,350.0,4.8,"Sudama Nagar, Indore",Indore
GFC - Restaurant,"North Indian, Mughlai, Chinese, Kebab, Biryani, Desserts",4.0,600.0,7.1,"By Pass Road (North), Indore",Indore
Shree Leela,"North Indian, Chinese, Biryani, Desserts, Beverages",4.1,350.0,5.1,"Khajrana, Indore",Indore
Monu Gyaniji Ka Dhaba,"North Indian, Chinese, Fast Food, Desserts, Beverages",3.8,175.0,3.9,"Bhawar Kuan, Indore",Indore
Kebabsville - Sayaji Hotel,"North Indian, Bar Food",4.9,1000.0,4.4,"Sayaji Hotel, Vijay Nagar, Indore",Indore
Absolute Coffee Brewers,"Cafe, Coffee, Continental, Fast Food, Bakery, Desserts, Tea, Shake",3.8,500.0,4.6,"Vijay Nagar, Indore",Indore
Kaffee - La',"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Salad, Bakery",3.7,300.0,4.5,"Vijay Nagar, Indore",Indore
Inizio,"Coffee, Italian, Beverages, Pizza, Asian, Salad, Sandwich, Pasta",3.5,500.0,2.7,"New Palasia, Indore",Indore
Lord Petrick,"Cafe, Coffee, Burger, Fast Food, Shake, Beverages",3.9,300.0,3.7,"Bhawar Kuan, Indore",Indore
K Bhagat Tarachand,"North Indian, Biryani, Fast Food, Desserts",3.3,500.0,5.7,"Vijay Nagar, Indore",Indore
Chaat Di Hatti,"Street Food, North Indian, Fast Food, Chinese, Waffle, Momos, Shake, Beverages",3.5,175.0,9.2,"Rau, Indore",Indore
Oye Pappe,"North Indian, Fast Food, Pizza, Pasta, Street Food, Shake, Beverages",3.2,275.0,4.9,"MR 10 Road, Indore",Indore
Pishori Restaurant,"North Indian, Mughlai, Kebab, Biryani, Chinese, Seafood",4.0,400.0,3.0,"Sapna Sangeeta, Indore",Indore
Nanaksar Dhaba,"North Indian, Chinese, Beverages",3.8,200.0,4.9,"Vijay Nagar, Indore",Indore
Hotel Rajhans,North Indian,4.1,200.0,0.973,"Sarafa Bazaar, Indore",Indore
Raja Ram Dhaba Sweets & Namkeen,"North Indian, Chinese, Mithai",4.3,150.0,7.0,"Vijay Nagar, Indore",Indore
Hotel Malwa Inn Tonicue the Bar Restaurant,"North Indian, Chinese, Mughlai, Kebab, Bar Food, Biryani, Fast Food, Beverages",4.5,650.0,7.5,"Rajendra Nagar, Indore",Indore
Nafees Restaurant,"North Indian, Mughlai, Chinese, Kebab, Seafood, Biryani, Desserts, Beverages",4.1,500.0,3.2,"Old Palasia, Indore",Indore
Paakasaala The Andhra Kitchen,"South Indian, Biryani, Andhra",3.9,175.0,4.9,"Vijay Nagar, Indore",Indore
Annie Bakers,"Pizza, Sandwich, Burger, Coffee",3.6,100.0,4.0,"Sudama Nagar, Indore",Indore
Maa Padmawati Restaurant by sri tirupati foods,North Indian,3.4,350.0,6.6,"Vijay Nagar, Indore",Indore
Nandri South Indian Cafe,"South Indian, Desserts, Beverages",3.2,250.0,5.4,"Vijay Nagar, Indore",Indore
The Chocolate Room,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts",3.1,500.0,5.7,"By Pass Road (South), Indore",Indore
Chef's Alcove,"Italian, Mexican, Continental, American, Asian, Thai, Desserts, Beverages",4.3,425.0,12.9,"Rau, Indore",Indore
Delhi Darbar,North Indian,3.8,225.0,4.1,"Old Palasia, Indore",Indore
